Город;Ведущий факультет;Ведущая кафедра;Направление;профиль;Группа;ФО;Код дисциплины;Дисциплина;Курс;Семестр;Суд Бюдж;Студ Ком;Студ сум;Поток (название /номер);ур (03-бак, 04-маг, 05-спец, 06-асп);Учитывать;ЗЕ;практи Маг;практи Бак, Спец;НИР Маг;НИР Бак, Спец;практ Асп;НИР Aсп;НИР и прак сум;лекции без потока;лекции с потоком;Текущие консультации;Практические занятия;лабораторные;КР в часах;КП в часах;Коллокв в часах;РГР в часах;Реферат ;Зачет в часах;ЗаО в часах;ЗаО по практикам (не сумминуется в итоговой сумме, выделен для информации);Экзамен в часах;Экз Консульт;Б;К;итого;Выпускающий факультет;Выпускающая кафедра;Кафедры до реорганизации;ПЛАН (без изменений или новый в 2021);Примечания при наличии изменений
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-257;Очная;Б1.О.12;Функциональный анализ;2;Четвертый семестр;18;0;18;145;3;1;5;0;0;0;0;0;0;0;32;16;03.фев;20.00;0.00;0;0;0;0;0;0;0;0;07.апр;2;48.60;0.00;48.60;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б2.В.01;Преддипломная практика;4;Восьмой семестр;11;0;11;;3;1;9;0;47.52;0;0;0;0;47.52;0;0;0;0.00;0.00;0;0;0;0;0;0;0;мар.85;0;0;47.52;0.00;47.52;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б2.В.02;Производственная практика;4;Седьмой семестр;11;0;11;;3;1;6;0;31.68;0;0;0;0;31.68;0;0;0;0.00;0.00;0;0;0;0;0;0;0;мар.85;0;0;31.68;0.00;31.68;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б1.О.20;Методы оптимизации;4;Седьмой семестр;9;0;9;153;3;1;5;0;0;0;0;0;0;0;24;8;02.апр;16.00;16.00;27;0;0;0;0;0;0;0;04.июл;2;76.10;0.00;76.10;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-316;Очная;Б1.О.23;Теория функций комплексной переменной;3;Пятый семестр;17;0;17;;3;1;4;0;0;0;0;0;0;0;20;20;2;24.00;0.00;0;0;0;0;0;0;0;0;07.янв;2;55.10;0.00;55.10;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-217;Очная;Б1.О.21;Операционные системы и сети;2;Четвертый семестр;25;0;25;143;3;1;3;0;0;0;0;0;0;0;20;6.666666667;2;0.00;40.00;0;0;0;0;0;июн.25;0;0;0;0;54.92;0.00;54.92;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-217;Очная;Б1.О.10;Дифференциальные уравнения;2;Четвертый семестр;25;0;25;157;3;1;7;0;0;0;0;0;0;0;0;0;0;54.00;0.00;75;0;0;0;0;июн.25;0;0;0;0;135.25;0.00;135.25;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Поручение от ВВТиС на ИИПМИ от 27.06.2022
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-217;Очная;Б1.О.30;Функциональный анализ;2;Четвертый семестр;25;0;25;145;3;1;5;0;0;0;0;0;0;0;32;16;03.фев;20.00;0.00;0;0;0;0;0;0;0;0;09.май;2;50.70;0.00;50.70;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-201М;Очная;Б2.В.01;Производственная/учебная практика (научно_исследовательская работа 1;2;Третий семестр;12;0;12;;4;1;3;24;0;0;0;0;0;24;0;0;0;0.00;0.00;36;0;0;0;0;3;0;0;0;0;63.00;0.00;63.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-201М;Очная;Б1.О.13;Введение в Интернет вещей (Inthernet of things);2;Третий семестр;12;0;12;;4;1;4;0;0;0;0;0;0;0;20;20;2;24.00;0.00;0;0;0;0;0;3;0;0;0;0;49.00;0.00;49.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-453;Очная;Б1.В.ДВ.03.01;Интеллектуальные системы;4;Седьмой семестр;12;0;12;;3;1;3;0;0;0;0;0;0;0;16;16;01.июн;16.00;0.00;0;0;0;0;0;3;0;0;0;0;36.60;0.00;36.60;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.02 Прикладная математика и информатика;0;ПМИ-452;Очная;Б1.В.ДВ.02.02;Моделирование в математических пакетах;4;Восьмой семестр;7;0;7;;3;1;4;0;0;0;0;0;0;0;16;16;01.июн;0.00;16.00;0;0;0;0;0;0;0;0;04.янв;2;39.70;0.00;39.70;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.02 Прикладная математика и информатика;0;ПМИ-256;Очная;Б1.О.28;Технологии программирования;2;Третий семестр;23;0;23;;3;1;3;0;0;0;0;0;0;0;2;2;0.2;0.00;40.00;0;0;0;0;0;май.75;0;0;0;0;47.95;0.00;47.95;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-355;Очная;Б2.О.01;Учебная практика;3;Шестой семестр;11;0;11;;3;1;6;0;31.68;0;0;0;0;31.68;0;0;0;0.00;0.00;0;0;0;0;0;0;0;мар.85;0;0;31.68;0.00;31.68;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-355;Очная;Б1.О.26;Механика сплошных сред;3;Шестой семестр;11;0;11;;3;1;5;0;0;0;0;0;0;0;48;48;04.авг;24.00;0.00;0;0;0;0;0;0;0;0;05.мар;2;84.10;0.00;84.10;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-257;Очная;Б1.В.06;Технология программирования;2;Третий семестр;18;0;18;;3;1;4;0;0;0;0;0;0;0;12;12;01.фев;0.00;40.00;0;0;0;0;0;04.май;0;0;0;0;57.70;0.00;57.70;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б1.В.06;Теория случайных процессов и математическая статистика;4;Седьмой семестр;11;0;11;155;3;1;5;0;0;0;0;0;0;0;32;16;03.фев;10.00;16.00;0;0;0;0;0;фев.75;0;0;0;0;47.95;0.00;47.95;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-316;Очная;Б1.В.03;Технологии параллельного программирования;3;Пятый семестр;17;0;17;148;3;1;4;0;0;0;0;0;0;0;24;8;02.апр;0.00;48.00;0;0;0;0;0;апр.25;0;0;0;0;62.65;0.00;62.65;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-316;Очная;Б1.В.08;Алгоритмы параллельного программирования;3;Шестой семестр;17;0;17;150;3;1;3;0;0;0;0;0;0;0;20;6.666666667;2;0.00;32.00;0;0;0;0;0;апр.25;0;0;0;0;44.92;0.00;44.92;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-316;Очная;Б1.О.17;Численные методы;3;Пятый семестр;17;0;17;149;3;1;6;0;0;0;0;0;0;0;32;10.66666667;03.фев;10.00;40.00;51;0;0;0;0;апр.25;0;0;07.янв;2;128.22;0.00;128.22;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-217;Очная;Б1.В.02;Алгоритмы и структуры данных;2;Четвертый семестр;25;0;25;142;3;1;3;0;0;0;0;0;0;0;16;8;01.июн;0.00;32.00;0;0;0;0;0;июн.25;0;0;0;0;47.85;0.00;47.85;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;38.05.01 Экономическая безопасность;0;ФЭБ-249С;Очная;Б1.В.ДВ.02.01;Численные методы решения экономических задач;2;Третий семестр;0;19;19;159;5;1;2;0;0;0;0;0;0;0;10;5;1;14.00;0.00;0;0;0;0;0;апр.75;0;0;0;0;0.00;24.75;24.75;ИНЭК;Кафедра экономики предпринимательства;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;38.05.01 Экономическая безопасность;0;ЭБ-210Сз;Заочная;Б1.В.ДВ.02.01;Численные методы решения экономических задач;2;Четвертый семестр;0;26;26;;5;1;2;0;0;0;0;0;0;0;4;4;0.4;6.00;0.00;0;0;0;0;0;06.май;0;0;0;0;0.00;16.90;16.90;ИНЭК;Кафедра экономики предпринимательства;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-201М;Очная;Б1.В.02;Современные технологии баз и банков данных;2;Третий семестр;12;0;12;;4;1;4;0;0;0;0;0;0;0;20;20;2;20.00;16.00;0;0;0;0;0;3;0;0;0;0;61.00;0.00;61.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.06.01 Математика и механика;0;ММ-1010102-21А;Очная;Б1.В.03;Модуль: Дифференциальные уравнения, динамические системы и оптимальное управление;2;Четвертый семестр;2;0;2;;6;1;3;0;0;0;0;0;0;0;4;4;0.4;6.00;0.00;0;0;0;0;0;0;0;0;02.июн;2;15.00;0.00;15.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.02 Прикладная математика и информатика;0;ПМИ-354;Очная;Б1.В.09;Операционные системы и сети;3;Пятый семестр;20;2;22;146;3;1;4;0;0;0;0;0;0;0;20;6.666666667;2;0.00;48.00;0;0;0;0;0;05.май;0;0;0;0;56.52;май.65;62.17;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-453;Очная;Б1.В.ДВ.02.02;Моделирование в математических пакетах;4;Седьмой семестр;12;0;12;;3;1;4;0;0;0;0;0;0;0;20;20;2;0.00;20.00;0;0;0;0;0;3;0;0;0;0;45.00;0.00;45.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-453;Очная;Б2.В.01;Производственная практика;4;Седьмой семестр;12;0;12;;3;1;6;0;34.56;0;0;0;0;34.56;0;0;0;0.00;0.00;0;0;0;0;0;0;0;04.фев;0;0;34.56;0.00;34.56;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-355;Очная;Б1.В.03;Технологии параллельного программирования;3;Пятый семестр;11;0;11;148;3;1;4;0;0;0;0;0;0;0;24;8;02.апр;0.00;24.00;0;0;0;0;0;фев.75;0;0;0;0;37.15;0.00;37.15;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б1.О.31;Основы тензорного анализа;4;Седьмой семестр;11;0;11;;3;1;3;0;0;0;0;0;0;0;18;18;01.авг;24.00;0.00;0;0;0;0;0;фев.75;0;0;0;0;46.55;0.00;46.55;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-316;Очная;Б1.В.07;Методы обработки сигналов;3;Шестой семестр;17;0;17;;3;1;5;0;0;0;0;0;0;0;24;24;02.апр;30.00;0.00;0;0;0;0;0;0;0;0;07.янв;2;65.50;0.00;65.50;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-217;Очная;Б1.О.07;Математический анализ;2;Третий семестр;25;0;25;158;3;1;6;0;0;0;0;0;0;0;44;22;04.апр;44.00;0.00;0;0;авг.75;0;0;июн.25;0;0;09.май;2;96.90;0.00;96.90;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;11.05.04 Инфокоммуникационные технологии и системы специальной связи;0;ИКТ-134С;Очная;Б1.О.24;Дискретная математика;1;Первый семестр;25;0;25;ДМ-11;5;1;2;0;0;0;0;0;0;0;18;9;01.авг;24.00;0.00;0;0;0;0;0;июн.25;0;0;0;0;41.05;0.00;41.05;АВИЭТ;Кафедра телекоммуникационных систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-102М;Очная;Б2.В.01;Производственная практика (научно_исследовательская работа 1);1;Первый семестр;15;0;15;;4;1;2;20;0;0;0;0;0;20;0;0;0;0.00;0.00;0;0;0;0;0;мар.75;0;0;0;0;23.75;0.00;23.75;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-102М;Очная;Б1.О.11;Современные методы машинного обучения (machine learning);1;Второй семестр;15;0;15;;4;1;4;0;0;0;0;0;0;0;20;20;2;20.00;40.00;0;0;0;0;0;мар.75;0;0;0;0;85.75;0.00;85.75;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-102М;Очная;Б1.О.10;Стохастическое моделирование;1;Первый семестр;15;0;15;;4;1;6;0;0;0;0;0;0;0;24;24;02.апр;40.00;0.00;0;0;0;0;0;0;0;0;06.май;2;74.90;0.00;74.90;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б1.В.09;Технология программирования;4;Седьмой семестр;11;0;11;;3;1;4;0;0;0;0;0;0;0;16;16;01.июн;0.00;16.00;0;0;0;0;0;фев.75;0;0;0;0;36.35;0.00;36.35;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б1.В.10;Интеллектуальные системы;4;Восьмой семестр;11;0;11;;3;1;5;0;0;0;0;0;0;0;24;24;02.апр;10.00;16.00;0;0;0;0;0;0;мар.85;0;0;0;56.25;0.00;56.25;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.04.02 Прикладная математика и информатика;0;ПМИ-108М;Очная;Б1.В.04;Некорректные задачи;1;Второй семестр;10;1;11;;4;1;3;0;0;0;0;0;0;0;18;18;01.авг;0.00;20.00;0;0;0;0;0;фев.75;0;0;0;0;38.68;мар.87;42.55;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-102М;Очная;Б1.О.15;Современные облачные технологии;1;Первый семестр;15;0;15;;4;1;4;0;0;0;0;0;0;0;18;18;01.авг;24.00;0.00;0;0;0;0;0;мар.75;0;0;0;0;47.55;0.00;47.55;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-201М;Очная;Б1.В.01;Технологии глубокого обучения;2;Третий семестр;12;0;12;;4;1;5;0;0;0;0;0;0;0;16;16;01.июн;10.00;20.00;0;0;0;0;0;3;0;0;05.июн;2;58.20;0.00;58.20;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-415;Очная;Б1.В.05;Методы обработки результатов эксперимента;4;Восьмой семестр;11;0;11;;3;1;6;0;0;0;0;0;0;0;20;20;2;0.00;20.00;0;0;0;0;0;0;0;0;05.мар;2;49.30;0.00;49.30;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;0;ПМ-257;Очная;Б1.В.07;Алгоритмы и структуры данных;2;Четвертый семестр;18;0;18;142;3;1;3;0;0;0;0;0;0;0;16;8;01.июн;0.00;32.00;0;0;0;0;0;04.май;0;0;0;0;46.10;0.00;46.10;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;0;МКН-316;Очная;Б2.О.01;Учебная практика;3;Шестой семестр;17;0;17;;3;1;6;0;48.96;0;0;0;0;48.96;0;0;0;0.00;0.00;0;0;0;0;0;0;0;май.95;0;0;48.96;0.00;48.96;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-201М;Очная;Б2.В.04;Производственная/учебная практика (научно_исследовательская работа 2;2;Четвертый семестр;12;0;12;;4;1;6;48;0;0;0;0;0;48;0;0;0;0.00;0.00;0;0;0;0;0;0;0;04.фев;0;0;48.00;0.00;48.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.04.02 Прикладная математика и информатика;0;ПМИ-108М;Очная;Б1.В.02;Математические модели непрерывных процессов;1;Первый семестр;10;1;11;;4;1;9;0;0;0;0;0;0;0;18;18;01.авг;0.00;20.00;0;0;0;0;0;0;0;0;05.мар;2;42.82;апр.28;47.10;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-201М;Очная;Б1.О.07;Цифровая обработка сигналов;2;Третий семестр;12;0;12;;4;1;4;0;0;0;0;0;0;0;20;20;2;24.00;0.00;0;0;0;0;0;3;0;0;0;0;49.00;0.00;49.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-102М;Очная;Б2.В.01;Производственная практика (научно_исследовательская работа 1);1;Второй семестр;15;0;15;;4;1;2;20;0;0;0;0;0;20;0;0;0;0.00;0.00;0;0;0;0;0;мар.75;0;0;0;0;23.75;0.00;23.75;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.04.01 Математика и компьютерные науки;0;МКН-201М;Очная;Б2.В.02;Производственная практика;2;Четвертый семестр;12;0;12;;4;1;6;48;0;0;0;0;0;48;0;0;0;0.00;0.00;0;0;0;0;0;0;0;04.фев;0;0;48.00;0.00;48.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;ЦТвНИ;;0
Уфа;АВИЭТ;Кафедра высокопроизводительных вычислительных технологий и систем;09.04.01 Информатика и вычислительная техника;Применение искусственного интеллекта в физиологии и медицине;ИВТ-113М;Очная;Б1.О.06;Архитектура параллельных вычислительных систем;1;Первый семестр;11;0;11;;4;1;5;0;0;0;0;0;0;0;18;18;01.авг;0.00;32.00;33;0;0;0;0;0;0;0;05.мар;2;92.10;0.00;92.10;АВИЭТ;Кафедра биомедицинской инженерии;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;Математические методы в инженерных задачах;ПМ-159Б;Очная;Б1.О.14;Основы проектной деятельности;1;Второй семестр;22;3;25;;3;1;3;0;0;0;0;0;0;0;0;0;0;24.00;0.00;0;0;0;0;0;июн.25;0;0;0;0;26.62;мар.63;30.25;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;Математические методы в инженерных задачах;ПМ-159Б;Очная;Б1.О.16;Карьера: проектирование и управление;1;Второй семестр;22;3;25;;3;1;2;0;0;0;0;0;0;0;20;20;2;8.00;0.00;0;0;0;0;0;июн.25;0;0;0;0;31.90;апр.35;36.25;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;Математические методы в инженерных задачах;ПМ-159Б;Очная;Б1.О.17;Основы саморазвития;1;Второй семестр;22;3;25;;3;1;2;0;0;0;0;0;0;0;12;12;01.фев;16.00;0.00;0;0;0;0;0;июн.25;0;0;0;0;31.20;апр.25;35.45;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;Анализ данных и компьютерное моделирование;МКН-118Б;Очная;Б1.О.13;Основы проектной деятельности;1;Второй семестр;30;2;32;;3;1;3;0;0;0;0;0;0;0;0;0;0;24.00;0.00;0;0;0;0;0;8;0;0;0;0;30.00;2.00;32.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;Анализ данных и компьютерное моделирование;МКН-118Б;Очная;Б1.О.16;Карьера: проектирование и управление;1;Второй семестр;30;2;32;;3;1;2;0;0;0;0;0;0;0;20;20;2;8.00;0.00;0;0;0;0;0;8;0;0;0;0;35.63;фев.38;38.00;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
;ВВТиС;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;Анализ данных и компьютерное моделирование;МКН-118Б;Очная;Б1.О.17;Основы саморазвития;1;Второй семестр;30;2;32;;3;1;2;0;0;0;0;0;0;0;12;12;01.фев;16.00;0.00;0;0;0;0;0;8;0;0;0;0;34.88;фев.33;37.20;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.04.02 Прикладная математика и информатика;0;ПМИ-207М;Очная;Б2.В.02;Преддипломная практика;2;Четвертый семестр;2;0;2;;4;1;6;8;0;0;0;0;0;8;0;0;0;0.00;0.00;0;0;0;0;0;0;0;0.7;0;0;8.00;0.00;8.00;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.04.02 Прикладная математика и информатика;0;ПМИ-207М;Очная;Б2.О.03;Производственная/учебная практика (научно_исследовательская работа 2;2;Четвертый семестр;2;0;2;;4;1;15;20;0;0;0;0;0;20;0;0;0;0.00;0.00;0;0;0;0;0;0;0;0.7;0;0;20.00;0.00;20.00;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.04.02 Прикладная математика и информатика;0;ПМИ-207М;Очная;Б2.О.02;Производственная/учебная практика (научно_исследовательская работа 1;2;Третий семестр;2;0;2;;4;1;18;24;0;0;0;0;0;24;0;0;0;0.00;0.00;6;0;0;0;0;0.5;0;0;0;0;30.50;0.00;30.50;ФИРТ;Кафедра искусственного интеллекта и перспективных математических исследований;0;;0
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;Математические методы в инженерных задачах;ПМ-159Б;Очная;Б1.О.02;Высшая математика;1;Первый семестр;22;3;25;;3;1;4;0;0;0;0;0;0;0;0;0;2,4;48.00;0.00;0;0;0;0;0;июн.25;0;0;0;0;49.85;июн.80;56.65;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;01.03.04 Прикладная математика;Математические методы в инженерных задачах;ПМ-159Б;Очная;Б1.О.02;Высшая математика;1;Второй семестр;22;3;25;;3;1;4;0;0;0;0;0;0;0;0;0;2,4;48.00;0.00;0;0;0;0;0;0;0;0;09.май;2;54.47;июл.43;61.90;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
Уфа;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;02.03.01 Математика и компьютерные науки;Анализ данных и компьютерное моделирование;МКН-118Б;Очная;Б1.О.02;Высшая математика;1;Первый семестр;30;2;32;;3;1;4;0;0;0;0;0;0;0;0;0;2,4;48.00;0.00;0;0;0;0;0;8;0;0;0;0;54.75;мар.65;58.40;ФИРТ;Кафедра высокопроизводительных вычислительных технологий и систем;0;;Добавлено в августе 2022 г.
